Exact_Count,Estimator_1,Estimator_2,Estimator_3,Estimator_4,Estimator_5,Estimator_6,Estimator_7,Estimator_8,Estimator_9,Estimator_10,Estimator_11,Estimator_12,Estimator_13,Estimator_14,Estimator_15,Estimator_16,Estimator_17,Estimator_18,Estimator_19,Estimator_20,Estimator_21,Estimator_22,Estimator_23,Estimator_24,Estimator_25,Average_Estimator
9668,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9669,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9670,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9671,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9672,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9673,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9674,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9675,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9676,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9677,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9678,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9679,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9680,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9681,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9682,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9683,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9684,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9685,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9686,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9687,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9688,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9689,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9690,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9691,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9692,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9693,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9694,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9695,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9696,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9697,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9698,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9699,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9700,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,8191,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10566.7
9701,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9702,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9703,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9704,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9705,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9706,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9707,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9708,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9709,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9710,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9711,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9712,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9713,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9714,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9715,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9716,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9717,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9718,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9719,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9720,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9721,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9722,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9723,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9724,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9725,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9726,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9727,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9728,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9729,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9730,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9731,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9732,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9733,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9734,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9735,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9736,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9737,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9738,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9739,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9740,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9741,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9742,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9743,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9744,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9745,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9746,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9747,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9748,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9749,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9750,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9751,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9752,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9753,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9754,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9755,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9756,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9757,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9758,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9759,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9760,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9761,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9762,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9763,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9764,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9765,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9766,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9767,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9768,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9769,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9770,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9771,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9772,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9773,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9774,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9775,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9776,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9777,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9778,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9779,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9780,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9781,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9782,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9783,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9784,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9785,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9786,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9787,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9788,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9789,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9790,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9791,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9792,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9793,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9794,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9795,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9796,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9797,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9798,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9799,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9800,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9801,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9802,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9803,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9804,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9805,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9806,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9807,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9808,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9809,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9810,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9811,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9812,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9813,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9814,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9815,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9816,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9817,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9818,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9819,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9820,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9821,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9822,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9823,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9824,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9825,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9826,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9827,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9828,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9829,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9830,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9831,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9832,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
9833,8191,8191,8191,4095,8191,8191,2047,8191,4095,16383,8191,16383,32767,8191,16383,16383,8191,16383,8191,32767,4095,16383,4095,4095,4095,10894.4
