Exact_Count,Estimator_1,Estimator_2,Estimator_3,Estimator_4,Estimator_5,Estimator_6,Estimator_7,Estimator_8,Estimator_9,Estimator_10,Estimator_11,Estimator_12,Estimator_13,Estimator_14,Estimator_15,Estimator_16,Estimator_17,Estimator_18,Estimator_19,Estimator_20,Estimator_21,Estimator_22,Estimator_23,Estimator_24,Estimator_25,Average_Estimator
3247,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3248,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3249,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3250,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3251,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3252,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3253,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3254,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3255,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3256,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3257,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3258,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3259,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3260,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3261,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3262,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3263,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3264,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3265,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3266,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3267,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3268,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3269,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3270,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3271,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3272,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3273,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3274,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3275,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3276,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3277,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3278,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3279,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3280,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3281,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3282,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3283,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3284,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3285,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3286,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3287,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3288,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3289,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3290,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3291,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3292,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3293,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3294,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3295,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3296,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3297,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3298,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3299,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3300,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3301,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3302,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3303,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3304,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3305,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3306,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3307,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3308,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3309,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3310,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3311,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3312,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3313,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3314,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3315,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3316,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3317,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3318,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3319,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3320,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3321,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3322,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3323,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3324,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3325,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3326,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3327,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3328,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3329,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3330,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3331,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3332,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3333,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3334,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3335,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3336,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3337,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3338,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3339,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3340,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3341,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3342,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3343,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3344,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3345,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3346,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3347,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3348,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3349,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3350,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3351,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3352,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,4095,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3480.6
3353,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3354,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3355,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3356,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3357,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3358,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3359,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3360,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3361,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3362,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3363,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3364,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3365,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3366,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3367,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3368,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3369,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3370,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3371,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3372,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3373,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3374,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3375,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3376,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3377,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3378,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3379,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3380,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3381,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3382,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3383,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3384,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3385,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3386,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3387,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3388,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3389,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3390,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3391,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3392,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,2047,4095,1023,4095,2047,1023,2047,3644.44
3393,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,4095,4095,1023,4095,2047,1023,2047,3726.36
3394,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,4095,4095,1023,4095,2047,1023,2047,3726.36
3395,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,4095,4095,1023,4095,2047,1023,2047,3726.36
3396,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,4095,4095,1023,4095,2047,1023,2047,3726.36
3397,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,4095,4095,1023,4095,2047,1023,2047,3726.36
3398,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,4095,4095,1023,4095,2047,1023,2047,3726.36
3399,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,4095,4095,1023,4095,2047,1023,2047,3726.36
3400,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,4095,4095,1023,4095,2047,1023,2047,3726.36
3401,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,4095,4095,1023,4095,2047,1023,2047,3726.36
3402,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,4095,4095,1023,4095,2047,1023,2047,3726.36
3403,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,4095,4095,1023,4095,2047,1023,2047,3726.36
3404,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,4095,4095,1023,4095,2047,1023,2047,3726.36
3405,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,4095,4095,1023,4095,2047,1023,2047,3726.36
3406,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,4095,4095,1023,4095,2047,1023,2047,3726.36
3407,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,4095,4095,1023,4095,2047,1023,2047,3726.36
3408,4095,4095,4095,1023,2047,4095,2047,8191,4095,2047,2047,4095,8191,2047,8191,2047,8191,4095,4095,4095,1023,4095,2047,1023,2047,3726.36
